first,orphan,fastTrack,breakthrough,priority,accelerated,initClinicalStudy,nctDate,therapeuticClass,substanceClass,moleculeType,name,ingredients,dateString,use,disease,modeOfAction,innovation,bla,press,trials,unii,pharmacology,target
,,,,1,,?,8/1/2007,Infectious disease,chemical,glycopeptide,Orbactiv,oritavancin,8/6/2014,To treat adults with skin infections,,Cell membrane disrupter,,,,,PUG62FRZ2E,Inhibitor,Enterococcus faecium|Peptidoglycan|Staphylococcus aureus|Streptococcus pyogenes
,,,,,,2008,1/1/2007,Endocrinology,chemical,small molecule,Jardiance,empagliflozin,8/1/2014,To improve gylcemic control in adults with type 2 diabetes,,SGLT2 inhibitor,,,,,HDC1R2M35U,Antagonist,Sodium/glucose cotransporter 2
,,,,,,2006,1/1/2006,Respiratory,chemical,small molecule,Striverdi Respimat,olodaterol,7/31/2014,To treat chronic obstructive pulmonary disease,,LABA agonist,,,,,VD2YSN1AFD,Agonist,Beta-2 adrenergic receptor
1,1,1,1,1,1,2008,6/1/2008,Oncology,chemical,small molecule,Zydelig,idelalisib,7/23/2014,"(1) Relapsed chronic lymphocytic leukemia (CLL), in combination with rituximab, in patients for whom rituximab alone would be considered appropriate therapy due to other co-morbidities; and (2) Relapsed small lymphocytic lymphoma (SLL) in patients who have received at least two prior systemic therapies; (3) Relapsed follicular B-cell non-Hodgkin lymphoma (FL) in patients who have received at least two prior systemic therapies.",,PI3K delta inhibitor,novel; first approved against this target,,,,YG57I8T5M0,Antagonist,PI3-kinase p110-delta subunit
1,,,,,,?,11/1/2005,Infectious disease,chemical,small molecule,Kerydin,tavaborole,7/7/2014,For the topical treatment of onychomycosis of the toenails,,tRNA synthetase inhibition,,,,,K124A4EUQ3,Antagonist,ENTREZ Gene ID: 10373705|ENTREZ Gene ID: 10373871
,1,1,,1,1,?,1/1/2005,Oncology,chemical,small molecule,Beleodaq,belinostat,7/3/2014,To treat patients with peripheral T-cell lymphoma (PTCL),,pan-HDAC inhibitor,,,,,F4H96P17NZ,Inhibitor,Histone deacetylase 1|Histone deacetylase 3
,,,,1,,?,9/1/2009,Infectious disease,chemical,small molecule,Sivextro,tedizolid phosphate,6/20/2014,To treat adults with skin infections,,Bacterial protein synthesis inhibitor,,,,,O7DRJ6R4DW,Antagonist|Inhibitor,Bacterial 70S ribosome
,,,,,,?,10/1/2007,Infectious disease,chemical,small molecule,Jublia,efinaconazole,6/6/2014,Treat mild to moderate onychomycosis (fungal infection),,14α-Demethylase inhibitor,,,,,J82SB7FXWB,Inhibitor,Lanosterol 14-alpha demethylase
,,1,,1,,?,2/1/2001,Infectious disease,chemical,glycopeptide,Dalvance,dalbavancin,5/23/2014,To treat adults with skin infections,,Cell wall synthesis inhibition,,,,,808UI9MS5K,Inhibitor,Peptidoglycan
,,1,,1,,1997,2/1/2000,Gastroenterology,protein,antibody,Entyvio,vedolizumab,5/20/2014,To treat adult patients with moderate to severe ulcerative colitis and adult patients with moderate to severe Crohn's disease,,Integrin receptor antagonist,novel; targets Integrin α4β7,,,,9RV78Q2002,Antagonist,Integrin receptor
1,,1,,,,2004,9/21/2006,Cardiology,chemical,small molecule,Zontivity,vorapaxar,5/8/2014,To reduce the risk of heart attacks and stroke in high-risk patients,,PAR-1 antagonist,novel target; PAR-1 antagonist,,,,ZCE93644N2,Antagonist,Proteinase-activated receptor 1
,1,,1,1,1,?,1/1/2011,Oncology,chemical,small molecule,Zykadia,ceritinib,4/29/2014,To treat patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib,,ALK inhibitor,,,,,K418KG2GET,Antagonist,ALK tyrosine kinase receptor
1,1,,,1,,1998,11/1/2006,Oncology,protein,antibody,Sylvant,siltuximab,4/23/2014,"To treat patients with multicentric Castleman's disease (MCD), a rare disorder similar to lymphoma (cancer of the lymph nodes)",,IL-6 inhibitor,"novel target, but just upstream of Tocilizumab",,,,T4H8FMA7IM,Inhibitor,Interleukin-6
,1,1,,1,,2005,9/9/2009,Oncology,protein,antibody,Cyramza,ramucirumab,4/21/2014,To treat patients with advanced stomach cancer or gastroesophageal junction adenocarcinoma,,VEGFR2 inhibitor,novel; VEGF and VEGFR1 anitbodies exist,,,,D99YVK4L0X,Inhibitor,VEGFR2
,,,,,,?,2/1/2006,Endocrinology,protein,peptide,Tanzeum,albiglutide,4/15/2014,"To improve glycemic control, along with diet and exercise, in adults with type 2 diabetes",,GLP-1 receptor agonist,,,,,5E7U48495E,Agonist,GLP-1 receptor
1,,,,,,2003,,Dermatology,chemical,small molecule,Otezla,apremilast,3/21/2014,To treat adults with active psoriatic arthritis (PsA),,PDE4 inhibitor,novel; no other PDE4 inhibitor seems to have activity in arthritis (Roflumilast is approved for COPD),,,,UP7QBP99PN,Inhibitor,Phosphodiesterase 4
1,1,1,,1,,?,4/1/2004,Infectious disease,chemical,lipid,Impavido,miltefosine,3/19/2014,To treat a tropical disease called leishmaniasis,,Unknown,novel; various effects incl on AKT,,,,53EY29W7EC,Antagonist,UNIPROT: B7TYN7
,,,,,,?,6/1/2008,Neurology,chemical,small molecule,Neuraceq,florbetaben F 18,3/19/2014,For Positron EmissionTomography (PET) imaging of the brain,PET imaging diagnostic,Radioactive diagnostic,novel; AD plaque imaging,,,,TLA7312TOI,Binding Agent,Amyloid beta A4 protein
1,1,1,,1,,1999,2/1/2001,Endocrinology,protein,peptide,Myalept,metreleptin,2/24/2014,To treat the complications of leptin deficiency,,Leptin receptor activation,novel; leptin not previously approved,,,,TL60C27RLH,Agonist,Leptin receptor
1,1,1,,1,1,?,3/1/1999,Neurology,chemical,small molecule,Northera,droxidopa,2/18/2014,To treat neurogenic orthostatic hypotension (NOH),,Prodrug of norepinephrine and epinephrine,"Incremental improvement, BBB-penetrant prodrug/precursor",,,,J7A92W69L7,Agonist,Adrenergic receptor
1,1,1,,1,,?,4/1/2009,Endocrinology,protein,enzyme,Vimizim,elosulfase alfa,2/14/2014,Treatment for Mucopolysaccharidosis Type IVA (Morquio A syndrome),,Enzyme replacement therapy,novel enzyme replacement therapy,,,,ODJ69JZG85,,
,1,,,1,,2006,7/1/2004,Neurology,chemical,small molecule,Hetlioz,tasimelteon,1/31/2014,To treat non-24-hour sleep-wake disorder in totally blind individuals. Non-24 is a chronic circadian rhythm (body clock) disorder in the blind that causes problems with the timing of sleep.,,Melatonin receptor agonist,,,,,SHS4PU80D9,Agonist,Melatonin receptor type 1A|Melatonin receptor type 1B
,,,,,,2008,4/1/2005,Endocrinology,chemical,small molecule,Farxiga,dapagliflozin,1/8/2014,"To improve glycemic control, along with diet and exercise, in adults with type 2 diabetes",,SGLT2 inhibitor,,,,,1ULL0QJ8UC,Inhibitor,Sodium/glucose cotransporter 2
,,,,,,?,5/14/2007,Respiratory,chemical,small molecule,Anoro Ellipta,umeclidinium,12/18/2013,"For the once-daily, long-term maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).",,?,?,,,,GE2T1418SV,Antagonist,Muscarinic acetylcholine receptor M3
1,,1,1,1,,2007,1/1/2010,Infectious disease,chemical,small molecule,Sovaldi,sofosbuvir,12/6/2013,To treat chronic hepatitis C virus (HCV) infection.,hepatitis C,?,?,,,,WJ6CA3ZU8B,Inhibitor|Substrate,Acyl coenzyme A:cholesterol acyltransferase|Hepatitis C virus|Lysosomal protective protein
,,1,,1,,2007,10/1/2007,Infectious disease,chemical,small molecule,Olysio,simeprevir,11/22/2013,To treat chronic hepatitis C virus infection.,hepatitis C,?,?,,,,9WS5RD66HZ,Inhibitor,NS3/4A protease
,,,,,,?,3/1/2009,Infectious disease,chemical,small molecule,Luzu,luliconazole,11/14/2013,"For the topical treatment of interdigital tinea pedis, tinea cruris, and tinea corporis caused by the organisms Trichophyton rubrum and Epidermophyton floccosum, in patients 18 years of age and older.",,?,?,,,,RE91AN4S8G,,
1,1,1,1,1,1,2009,2/1/2009,Oncology,chemical,small molecule,Imbruvica,ibrutinib,11/13/2013,"To treat patients with mantle cell lymphoma (MCL), a rare and aggressive type of blood cancer.",mantle cell lymphoma,?,?,,,,1X70OSD4VX,Inhibitor,Tyrosine-protein kinase BTK
,,,,,,2000,7/1/2000,Neurology,chemical,small molecule,Aptiom,eslicarbazepine acetate,11/8/2013,As an add-on medication to treat seizures associated with epilepsy.,,?,?,,,,BEA68ZVB2K,Antagonist,Sodium channel alpha subunit
,1,,1,1,,2008,9/1/2007,Oncology,protein,antibody,Gazyva,obinutuzumab,11/1/2013,For use in combination with chlorambucil to treat patients with previously untreated chronic lymphocytic leukemia (CLL).,,?,?,,,,O43472U9X8,,
,,,,,,10/24/07,7/1/2012,Neurology,chemical,small molecule,Vizamyl,flutemetamol F-18,10/25/2013,A radioactive diagnostic drug for use with positron emission tomography (PET) imaging of the brain in adults being evaluated for Alzheimer's disease (AD) and dementia.,Alzheimer's disease diagnostic,?,?,,,,L49M066S0O,Binding Agent,Amyloid beta A4 protein
,1,,,,,2003,5/1/2008,Hematology,chemical,small molecule,Opsumit,macitentan,10/18/2013,"To treat adults with pulmonary arterial hypertension (PAH), a chronic, progressive and debilitating disease that can lead to death or the need for lung transplantation.",,?,?,,,,Z9K9Y9WMVL,Antagonist,Endothelin B receptor|Endothelin-1 receptor
1,1,,,1,,2005,1/1/2007,Hematology,chemical,small molecule,Adempas,riociguat,10/8/2013,To treat adults with two forms of pulmonary hypertension.,,?,?,,,,RU3FE2Y4XI,Agonist,Soluble guanylate cyclase
,,,,,,?,4/1/2002,Endocrinology,chemical,small molecule,Duavee,bazedoxifene,10/3/2013,To treat moderate-to-severe hot flashes (vasomotor symptoms) associated with menopause and to prevent osteoporosis after menopause.,,?,?,,,,Q16TT9C5BK,Modulator,Estrogen receptor|Estrogen receptor beta
,,,,,,?,4/1/2008,Neurology,chemical,small molecule,Brintellix,vortioxetine,9/30/2013,To treat adults with major depressive disorder.,,?,?,,,,3O2K1S3WQV,Antagonist,5-hydroxytryptamine receptor 1A|5-hydroxytryptamine receptor 1B|5-hydroxytryptamine receptor 1D|5-hydroxytryptamine receptor 3A|5-hydroxytryptamine receptor 7
,,1,,1,,2007,1/1/2002,Infectious disease,chemical,small molecule,Tivicay,dolutegravir,8/12/2013,To treat HIV-1 infection.,,?,?,,,,DKO1W9H7M1,Inhibitor,UNIPROT: Q7ZJM1
,1,1,,1,,2004,11/1/2003,Oncology,chemical,small molecule,Gilotrif,afatinib,7/12/2013,"For patients with late stage (metastatic) non-small cell lung cancer (NSCLC) whose tumors express specific types of epidermal growth factor receptor (EGFR) gene mutations, as detected by an FDA-approved test.",,?,?,,,,41UD74L59M,Antagonist,Epidermal growth factor receptor|Receptor tyrosine-protein kinase erbB-2|Receptor tyrosine-protein kinase erbB-4
1,1,1,,,,2008,7/1/2008,Oncology,chemical,small molecule,Mekinist,trametinib,5/29/2013,To treat patients whose tumors express the BRAF V600E or V600K gene mutations.,,?,?,,,,33E86K87QN,Antagonist,Dual specificity mitogen-activated protein kinase kinase 1|Dual specificity mitogen-activated protein kinase kinase 2
,1,1,,,,?,6/1/2009,Oncology,chemical,small molecule,Tafinlar,dabrafenib,5/29/2013,To treat patients with melanoma whose tumors express the BRAF V600E gene mutation.,,?,?,,,,QGP4HA4G1B,Inhibitor,Serine/threonine-protein kinase B-raf
1,,1,,1,,?,2/1/2004,Oncology,chemical,small molecule,Xofigo,radium Ra 223 dichloride,5/15/2013,To treat men with symptomatic late-stage (metastatic) castration-resistant prostate cancer that has spread to bones but not to other organs.,,?,?,,,,RJ00KV3VTG,,
,,,,,,?,1/1/2005,Respiratory,chemical,small molecule,Breo Ellipta,vilanterol,5/10/2013,"For the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema.",,?,?,,,,028LZY775B,Agonist,"adrenoceptor beta 2, surface"
1,,,,,,2006,10/1/2005,Endocrinology,chemical,small molecule,Invokana,canagliflozin,3/29/2013,"Used with diet and exercise, to improve glycemic control in adults with type 2 diabetes.",,?,?,,,,0SAC974Z85,Inhibitor,Sodium/glucose cotransporter 2
1,,,,,,1999,10/1/2004,Neurology,chemical,small molecule,Tecfidera,dimethyl fumarate,3/27/2013,To treat adults with relapsing forms of multiple sclerosis (MS).,,?,?,,,,FO2303MNI2,,
,,,,1,,?,1/1/2008,Neurology,chemical,small molecule,Dotarem,gadoterate meglumine,3/20/2013,"For use in magnetic resonance imaging (MRI) of the brain, spine and associated tissues of patients ages 2 years and older.",,?,?,,,,L0ND3981AG,,
,,,,,,?,1/1/1999,Oncology,polymer,polydisperse oligonucleotide,Lymphoseek,technetium Tc 99m tilmanocept,3/13/2013,A radioactive diagnostic imaging agent that helps doctors locate lymph nodes in patients with breast cancer or melanoma who are undergoing surgery to remove tumor-draining lymph nodes.,breast cancer diagnostic,?,?,,,,8IHI69PQTC,Binding Agent,Macrophage mannose receptor 1
,,,,,,2001,1/1/2006,Neurology,chemical,small molecule,Osphena,ospemifene,2/26/2013,"To treat women experiencing moderate to severe dyspareunia (pain during sexual intercourse), a symptom of vulvar and vaginal atrophy due to menopause.",,?,?,,,,B0P231ILBK,Modulator,Estrogen receptor|Estrogen receptor beta
1,,1,,1,,2006,4/1/2006,Oncology,protein,antibody,Kadcyla,ado-trastuzumab emtansine,2/22/2013,"For patients with HER2-positive, late-stage (metastatic) breast cancer.",,?,3rd antibody-drug conjugate to win FDA approval,,,,SE2KH7T06F,Blocker,Receptor tyrosine-protein kinase erbB-2
,1,1,,,1,?,9/1/2003,Oncology,chemical,small molecule,Pomalyst,pomalidomide,2/8/2013,To treat patients with multiple myeloma whose disease progressed after being treated with other cancer drugs.,,?,?,,,,D2UX06XLB5,Inhibitor,tumor necrosis factor
1,1,,,,,2003,8/1/2005,Endocrinology,oligonucleotide,antisense oligo,Kynamro,mipomersen sodium,1/29/2013,To treat patients with a rare type of high cholesterol called homozygous familial hypercholesterolemia (HoFH).,,?,First antisense drug approved,,,,18EAY4870E,,
,,,,,,?,3/1/2005,Endocrinology,chemical,small molecule,Nesina,alogliptin,1/25/2013,To improve blood sugar control in adults with type 2 diabetes.,,?,?,,,,JHC049LO86,Inhibitor,Dipeptidyl peptidase 4
1,,1,,1,,1993,11/2/1999,Infectious disease,polymer,polymer,Fulyzaq,crofelemer,12/31/2012,"To treat HIV/AIDS patients whose diarrhea is not caused by an infection from a virus, bacteria, or parasite.",diarrhea in HIV/AIDS patients,?,?,,,,PY79D6C8RX,Inhibitor,Anoctamin-1|Cystic fibrosis transmembrane conductance regulator
,,1,,1,,2004,10/1/2004,Cardiology,chemical,small molecule,Eliquis,apixaban,12/28/2012,To reduce the risk of stroke and dangerous blood clots (systemic embolism) in patients with atrial fibrillation that is not caused by a heart valve problem.,,?,?,,,,3Z9Y7UWC1J,Inhibitor,Coagulation factor X
1,1,1,,1,1,?,3/1/2003,Respiratory,chemical,small molecule,Sirturo,bedaquiline,12/28/2012,As part of combination therapy to treat adults with multi-drug resistant pulmonary tuberculosis (TB) when other alternatives are not available.,tuberculosis,?,First new drug for tuberculosis in 40 years,,,,78846I289Y,Inhibitor,ATP synthase subunit c
1,1,,,,,1998,10/1/2003,Gastroenterology,protein,peptide,Gattex,teduglutide,12/21/2012,To treat adults with short bowel syndrome (SBS) who need additional nutrition from intravenous feeding (parenteral nutrition).,,?,?,,,,7M19191IKG,Agonist,Glucagon-like peptide 2 receptor
1,1,,,,,2005,6/1/2003,Endocrinology,chemical,small molecule,Juxtapid,lomitapide,12/21/2012,"To reduce low-density lipoprotein (LDL) cholesterol, total cholesterol, apolipoprotein B, and non-high-density lipoprotein (non-HDL) cholesterol in patients with homozygous familial hypercholesterolemia (HoFH).",,?,?,,,,82KUB0583F,Inhibitor,Microsomal triglyceride transfer protein large subunit
,1,1,,1,1,2008,1/1/2000,Oncology,chemical,small molecule,Iclusig,ponatinib,12/14/2012,"To treat adults with chronic myeloid leukemia (CML) and Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ ALL), two rare blood and bone marrow diseases.",,?,?,,,,4340891KFS,Inhibitor,Breakpoint cluster region protein|Tyrosine-protein kinase ABL1
1,1,1,,1,,2003,3/1/2008,Infectious disease,protein,antibody,raxibacumab,raxibacumab,12/14/2012,"To treat inhalational anthrax, a form of the infectious disease caused by breathing in the spores of the bacterium Bacillus anthracis.",,?,?,,,,794PGL549S,,
1,1,,,,,2001,1/1/2004,Endocrinology,chemical,peptide,Signifor,pasireotide,12/14/2012,To treat Cushing disease patients who cannot be helped through surgery,,?,?,,,,98H1T17066,Agonist,Somatostatin receptor 1|Somatostatin receptor 2|Somatostatin receptor 3|Somatostatin receptor 5
,1,1,,1,,2005,4/1/2011,Oncology,chemical,small molecule,Cometriq,cabozantinib,11/29/2012,To treat medullary thyroid cancer that has spread to other parts of the body (metastasized).,,?,?,,,,1C39JW444G,Inhibitor,Hepatocyte growth factor receptor|Proto-oncogene tyrosine-protein kinase receptor Ret|Vascular endothelial growth factor receptor 2
,,,,,,2003,11/1/2002,Rheumatology,chemical,small molecule,Xeljanz,tofacitinib,11/6/2012,"To treat adults with moderately to severely active rheumatoid arthritis (RA) who have had an inadequate response to, or who are intolerant of, methotrexate.",,?,?,,,,87LA6FU830,Inhibitor,Tyrosine-protein kinase JAK1|Tyrosine-protein kinase JAK2|Tyrosine-protein kinase JAK3
1,1,,,,1,?,9/1/1994,Oncology,chemical,small molecule,Synribo,omacetaxine mepesuccinate,10/26/2012,"To treat adults with chronic myelogenous leukemia (CML), a blood and bone marrow disease.",,?,?,,,,6FG8041S5B,Antagonist,60S ribosomal protein L3
1,,,,,,2003,5/1/2004,Neurology,chemical,small molecule,Fycompa,perampanel,10/22/2012,To treat partial onset seizures in patients with epilepsy ages 12 years and older.,,?,?,,,,H821664NPK,Antagonist,Glutamate receptor ionotropic AMPA
1,,,,1,,2002,12/1/2004,Opthamology,protein,peptide,Jetrea,ocriplasmin,10/17/2012,To treat an eye condition called symptomatic vitreomacular adhesion (VMA).,,?,?,,,,7V6HE3DM5A,,
,,1,,1,,?,2/1/2007,Oncology,chemical,small molecule,Stivarga,regorafenib,9/27/2012,To treat patients with colorectal cancer that has progressed after treatment and spread to other parts of the body (metastatic).,,?,?,,,,24T2A1DOYB,Inhibitor,Proto-oncogene tyrosine-protein kinase receptor Ret|RAF proto-oncogene serine/threonine-protein kinase|Vascular endothelial growth factor receptor 2
,,,,,,2000,4/1/2001,Neurology,chemical,small molecule,Aubagio,teriflunomide,9/12/2012,For the treatment of adults with relapsing forms of multiple sclerosis (MS).,,?,?,,,,1C058IKG3B,,
,,,,1,,?,6/27/2008,Oncology,chemical,small molecule,Choline C 11 Injection,choline C-11,9/12/2012,A Positron Emission Tomography (PET) imaging agent used to help detect recurrent prostate cancer.,,?,?,,,,M4AS4XGD4Q,,
,1,,,,,2005,10/1/2004,Oncology,chemical,small molecule,Bosulif,bosutinib,9/4/2012,"To treat chronic myelogenous leukemia (CML), a blood and bone marrow disease that usually affects older adults.",,?,?,,,,5018V4AEZ0,Inhibitor,Proto-oncogene tyrosine-protein kinase Src|Tyrosine-protein kinase ABL1
,,1,,1,,2007,9/1/2005,Oncology,chemical,small molecule,Xtandi,enzalutamide,8/31/2012,"To treat men with late-stage (metastatic) castration-resistant prostate cancer that has spread or recurred, even with medical or surgical therapy to minimize testosterone.",,?,?,,,,93T0T9GKNU,Inhibitor,Androgen Receptor
1,,,,,,2004,8/1/2008,Gastroenterology,protein,peptide,Linzess,linaclotide,8/30/2012,To treat chronic idiopathic constipation and to treat irritable bowel syndrome with constipation (IBS-C) in adults.,,?,?,,,,N0TXR0XR5X,Agonist,Heat-stable enterotoxin receptor
,,,,,,2004,12/1/1994,Oncology,protein,peptide,Granix,tbo-filgrastim,8/29/2012,"To reduce the time certain patients receiving cancer chemotherapy experience severe neutropenia, a decrease in infection-fighting white blood cells called neutrophils.",,?,?,,,,PVI5M0M1GW,,
,,1,,,,?,1/1/2002,Infectious disease,chemical,small molecule,Stribild,elvitegravir,8/27/2012,A once-a-day combination pill to treat HIV-1 infection in adults who have never been treated for HIV infection.,,?,?,,,,4GDQ854U53,Inhibitor,Human immunodeficiency virus type 1 integrase
,,1,,,,?,1/1/2002,Infectious disease,chemical,small molecule,Stribild,cobicistat,8/27/2012,A once-a-day combination pill to treat HIV-1 infection in adults who have never been treated for HIV infection.,,?,?,,,,LW2E03M5PG,Inhibitor,Cytochrome P450 3A
,,,,1,,2001,6/1/2005,Oncology,protein,antibody,Zaltrap,ziv-aflibercept,8/3/2012,"For use in combination with a FOLFIRI (folinic acid, fluorouracil and irinotecan) chemotherapy regimen to treat adults with colorectal cancer.",,?,?,,,,15C2VL427D,,
,,,,,,2002,7/1/2006,Respiratory,chemical,small molecule,Tudorza Pressair,aclidinium bromide,7/23/2012,"For the long-term maintenance treatment of bronchospasm associated with chronic obstructive pulmonary disease (COPD), including chronic bronchitis and emphysema.",,?,?,,,,UQW7UF9N91,Antagonist,Muscarinic acetylcholine receptor M3
,1,1,,,1,2005,9/1/2005,Oncology,chemical,small molecule,Kyprolis,carfilzomib,7/20/2012,"To treat patients with multiple myeloma who have received at least two prior therapies, including treatment with Velcade (bortezomib) and an immunomodulatory.",,?,?,,,,72X6E3J5AR,Inhibitor,26S proteosome
,,,,,,?,9/1/2006,Gastroenterology,chemical,small molecule,Prepopik,sodium picosulfate,7/16/2012,To help cleanse the colon in adults preparing for colonoscopy.,,?,?,,,,LR57574HN8,Binding Agent,colonic mucosa
1,,,,,,2004,9/1/2002,Neurology,chemical,small molecule,Myrbetriq,mirabegron,6/28/2012,To treat adults with overactive bladder.,,?,?,,,,MVR3JL3B2V,Agonist,Beta-3 adrenergic receptor
1,,,,,,2004,12/1/2004,Endocrinology,chemical,small molecule,Belviq,lorcaserin hydrochloride,6/27/2012,For chronic weight management.,,?,?,,,,0QJF08GDPE,Agonist,Serotonin 2c (5-HT2c) receptor
,,,,1,,2001,11/1/2001,Oncology,protein,antibody,Perjeta,pertuzumab,6/8/2012,To treat patients with HER2-positive late-stage (metastatic) breast cancer.,,?,?,,,,K16AIQ8CTM,,
,1,1,,,,2004,11/1/2005,Endocrinology,protein,enzyme,Elelyso,taliglucerase alfa,5/1/2012,"For long-term enzyme replacement therapy to treat a form of Gaucher disease, a rare genetic disorder",,?,?,,,,0R4NLX88O4,,
,,,,,,2000,3/1/2004,Neurology,chemical,small molecule,Stendra,avanafil,4/27/2012,To treat erectile dysfunction.,,?,?,,,,DR5S136IVO,Inhibitor,Phosphodiesterase 5A
1,,,,1,,?,6/1/2007,Neurology,chemical,small molecule,Amyvid,Florbetapir F 18,4/6/2012,Used as a radioactive diagnostic agent for Positron Emission Tomography (PET) imaging of the brain to estimate alpha-amyloid neuritic plaque density in adult patients with cognitive impairment who are being evaluated for Alzheimer Disease (AD) and other causes of cognitive decline.,Alzheimer's disease diagnostic,?,?,,,,6W15Z5R0RU,,
,,,,,,2004,8/1/2004,Hematology,protein,peptide,Omontys,peginesatide,3/27/2012,"To treat anemia, a condition in which the body does not have enough healthy red blood cells, in adult dialysis patients who have chronic kidney disease (CKD).",,?,?,,,,JX56W9N61Q,Activator,Erythropoietin receptor
,,1,,,,1994,10/1/2008,Respiratory,protein,peptide,Surfaxin,sinapultide,3/6/2012,"For the prevention of respiratory distress syndrome (RDS), a breathing disorder that affects premature infants.",,?,?,,,,040X3AX99T,,
,,,,,,2000,9/1/2005,Opthamology,chemical,small molecule,Zioptan,tafluprost,2/10/2012,For reducing elevated intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,,?,?,,,,1O6WQ6T7G3,Agonist,Prostanoid FP receptor
1,1,1,,1,,2006,5/1/2007,Respiratory,chemical,small molecule,Kalydeco,ivacaftor,1/31/2012,For the treatment of a rare form of cystic fibrosis (CF) in patients ages 6 years and older who have the specific G551D mutation in the Cystic Fibrosis Transmembrane Regulator (CFTR) gene.,,?,First medicine to treat the underlying cause of cystic fibrosis,,ucm559212,,1Y740ILL1Z,Activator,Cystic fibrosis transmembrane conductance regulator
1,,,,1,,2007,4/1/2007,Oncology,chemical,small molecule,Erivedge,vismodegib,1/30/2012,"To treat adult patients with basal cell carcinoma, the most common type of skin cancer.",,?,?,,,,25X868M3DS,Antagonist|Inhibitor,Smoothened homolog
,,1,,,,2004,11/1/2002,Oncology,chemical,small molecule,Inlyta,axitinib,1/27/2012,To treat patients with advanced kidney cancer (renal cell carcinoma) who have not responded to another drug for this type of cancer.,,?,?,,,,C9LVQ0YUXG,,
1,,,,,,2004,3/1/2005,Dermatology,chemical,small molecule,Picato,ingenol mebutate,1/23/2012,For the topical treatment of actinic keratosis.,,?,?,,,,7686S50JAH,,
1,1,1,,1,,2004,11/1/1993,Hematology,protein,enzyme,Voraxaze,glucarpidase,1/17/2012,To treat patients with toxic levels of methotrexate in their blood due to kidney failure.,,?,?,,,,2GFP9BJD79,Hydrolytic Enzyme,Methotrexate
